Type,City,Country,Latitude,Longitude
destination charger,土浦市,Japan,36.05061,140.14847
supercharger,Beijing,China Mainland,40.3557,115.962
destination charger,Norfolk,United States,37.13000107,-76.4503
supercharger,Bairnsdale,Australia,-37.8288,147.6172
supercharger,Mount Laurel,United States,39.980716,-74.887083
destination charger,六龜區,Taiwan,23.10532041,120.7028381
destination charger,六龜區,Taiwan,23.10739,120.70155
destination charger,Lake Moogerah,Australia,-28.028715,152.553434
standard charger,Saint-Martin-de-Belleville,France,45.298439,6.585677
supercharger,Treungen,Norway,59.018794,8.52385
supercharger,Fort Mill,United States,35.095697,-80.935647
supercharger,Beijing,China Mainland,39.9361,116.2606
supercharger,Xiamen,China Mainland,24.63976,118.0681
supercharger,Dongguan,China Mainland,22.82807,114.1069
supercharger,Cranbrook,Canada,49.524887,-115.752481
supercharger,Everett,United States,47.979216,-122.201544
supercharger,Dongguan,China Mainland,22.7003,114.1836
supercharger,Medford,United States,42.347999,-122.878817
destination charger,Fundy,Canada,45.598997,-64.948022
supercharger,King of Prussia,United States,40.09241217,-75.35907769
supercharger,Valencia,Spain,39.400528,-0.491639
supercharger,Suzhou,China Mainland,31.106,120.6178
supercharger,Ånge,Sweden,62.53736,15.918926
supercharger,Tianjin,China Mainland,39.022,117.6935
supercharger,Shanghai,China Mainland,30.9225,121.491
destination charger,St. John's,Canada,47.570322,-52.686176
supercharger,Be'er Sheva,Israel,31.242915,34.813491
supercharger,Siheung,South Korea,37.3722,126.7272
supercharger,Beijing,China Mainland,39.9418,116.3159
supercharger,Shenyang,China Mainland,41.8088,123.4768
supercharger,Bergen Central,Norway,60.394994,5.325213
destination charger,Kununurra,Australia,-15.785499,128.736275
supercharger,Lachenaie,Canada,45.718264,-73.513139
supercharger,Mokena,United States,41.526598,-87.889242
supercharger,Guangzhou,China Mainland,23.1419,113.2934
supercharger,Shanghai,China Mainland,31.1268,121.0562
destination charger,충청북도,South Korea,37.0016,127.83573
supercharger,Scottsdale,United States,33.583523,-111.894199
supercharger,Valencia,Spain,39.400724,-0.493012
supercharger,Dobbs Ferry,United States,41.003806,-73.856252
standard charger,Hong Kong,Hong Kong,22.36042,114.12791
supercharger,Wells,United States,41.101277,-114.956743
standard charger,大安區,Taiwan,25.020585,121.54324
supercharger,Edmonton,Canada,53.546172,-113.49375
supercharger,Vaterstetten,Germany,48.146522,11.790601
supercharger,San Luis Obispo,United States,35.253723,-120.684236
supercharger,Guaynabo,Puerto Rico,18.406928,-66.106132
supercharger,Tilburg,Netherlands,51.54318356,5.1119267
supercharger,Mount Pleasant,United States,40.96139772,-91.52821202
destination charger,豊田市,Japan,35.10690126,137.1425515
standard charger,Taipa,Macau,22.14662,113.56212
supercharger,강남구,South Korea,37.51996,127.01902
supercharger,Shantou,China Mainland,23.38359,116.7297
supercharger,Burlington,Canada,43.32556143,-79.79768282
supercharger,Tralee,Ireland,52.260664,-9.659182
supercharger,Carmarthen,United Kingdom,51.8586177,-4.3092446
supercharger,Claymont,United States,39.794553,-75.469448
supercharger,Beijing,China Mainland,39.92901,116.2074
supercharger,Shenzhen,China Mainland,22.55978,113.9897
supercharger,Wuhan,China Mainland,30.59054,114.3893
destination charger,Honey Harbour,Canada,44.867154,-79.821062
destination charger,Victoria,Canada,48.43373,-123.45408
destination charger,Middlesboro,,36.62377593,-83.70352604
supercharger,Shanghai,China Mainland,31.23774,121.4629
supercharger,Shenzhen,China Mainland,22.70442,114.2731
supercharger,Nanjing,China Mainland,32.08009,118.6734
destination charger,Canso,Canada,45.33598,-60.99049
supercharger,Harlingen,United States,26.187878,-97.756422
supercharger,Algonquin,United States,42.17117032,-88.33661234
supercharger,Foshan,China Mainland,22.89736,113.0576
supercharger,Shenzhen,China Mainland,22.7272,114.274963
destination charger,北投區,Taiwan,25.13605102,121.506933
supercharger,Brownsville,United States,25.950715,-97.487634
supercharger,Hobart,Australia,-42.8779,147.331
supercharger,Monroe Township,United States,40.2670997,-74.4718163
supercharger,Shanghai,China Mainland,31.236909,121.384737
supercharger,Zhengzhou,China Mainland,34.866605,113.622855
supercharger,Kunshan,China Mainland,31.410824,120.964234
supercharger,Huzhou,China Mainland,30.760113,119.788616
supercharger,Bochum,Germany,51.495032,7.284958
supercharger,Chengdu,China Mainland,30.547463,104.06484
supercharger,Cixi,China Mainland,30.20039,121.285469
supercharger,Qingdao,China Mainland,36.39613,120.4506
supercharger,Jiuquan,China Mainland,40.51981,95.78374
supercharger,Hasselt,Belgium,50.951744,5.353198
destination charger,帯広市,Japan,42.7563,143.05818
supercharger,Northampton,United Kingdom,52.2443944,-0.8345401
supercharger,Taichung,Taiwan,24.16308,120.7193
supercharger,Dongguan,China Mainland,24.29451549,116.1489689
supercharger,Monroeville,United States,40.421187,-79.788204
supercharger,Henderson,United States,36.039603,-114.981842
supercharger,Webling,Austria,47.032992,15.411835
supercharger,Verona,United States,43.138171,-75.570639
standard charger,Cassinasco,Italy,44.7038,8.30011
destination charger,Ningi,Australia,-27.071978,153.108209
supercharger,Charlton,United States,42.139213,-72.025739
supercharger,Prince George,Canada,53.917074,-122.749716
supercharger,Hong Kong,Hong Kong,22.362179,114.102918
supercharger,Meredith,United States,43.661135,-71.493913
standard charger,南區,Taiwan,24.11560468,120.6540109
supercharger,Stockholm South,Sweden,59.260742,18.099418
supercharger,Littleton,United States,42.553111,-71.473878
supercharger,Dothan,United States,31.223426,-85.390821
destination charger,구좌읍,,33.4771,126.78561
destination charger,Baddeck,Canada,46.103777,-60.746012
supercharger,Pompano Beach,United States,26.226551,-80.182398
destination charger,羅東鎮,Taiwan,24.6699829,121.7849132
supercharger,New Taipei,Taiwan,25.176,121.429
supercharger,Fair Oaks,United States,41.01038506,-87.27656344
supercharger,Estevan,Canada,49.1448839,-102.978419
destination charger,仁愛鄉,Taiwan,24.04358339,121.1581066
supercharger,Shanghai,China Mainland,31.206776,121.273414
supercharger,Shenyang,China Mainland,41.768671,123.356799
supercharger,Como,Italy,45.76911003,9.05688133
supercharger,Xi'an,China Mainland,34.259998,108.829883
supercharger,Saint-Gaudens,France,43.116581,0.766975
supercharger,Okanogan,United States,48.361574,-119.583597
supercharger,Shenzhen,China Mainland,22.536589,113.955199
supercharger,Changhua,Taiwan,23.9514286,120.514001
supercharger,Draper,United States,40.526372,-111.88603
supercharger,Strömstad,Sweden,58.945698,11.193538
supercharger,Xiamen,China Mainland,24.484467,118.17944
supercharger,Wuyishan,China Mainland,27.641297,117.987176
destination charger,玉里鎮,Taiwan,23.33290233,121.3126681
destination charger,Lake Louise,Canada,51.426518,-116.176513
supercharger,Oxford Redbridge,United Kingdom,51.729669,-1.249257
supercharger,Gloucester,United States,42.615841,-70.662686
standard charger,Leeton,Australia,-34.5504,146.4046
supercharger,El Portal,United States,37.674726,-119.784338
standard charger,Central,Hong Kong,22.277183,114.164606
supercharger,Rochelle,United States,41.9169092,-89.0691358
supercharger,Melville,United States,40.784718,-73.420924
supercharger,Rugby,United Kingdom,52.409547,-1.250857
destination charger,Montgomery,United States,32.36003,-86.1573
supercharger,Kemptville,Canada,45.029313,-75.633494
supercharger,Hackensack,United States,40.885957,-74.045403
supercharger,수원시,South Korea,37.28656,127.05594
supercharger,Brisbane,Australia,-27.4956,153.0571
supercharger,Åfjord,Norway,63.959467,10.226572
destination charger,新店區,Taiwan,24.9800891,121.5264903
destination charger,仁愛鄉,Taiwan,24.02339002,121.1661053
destination charger,埔心鄉,Taiwan,23.9521603,120.5243181
supercharger,Gananoque,Canada,44.330679,-76.161787
standard charger,San Vendemiano,Italy,45.878098,12.338486
supercharger,Boynton Beach,United States,26.53399,-80.0895
standard charger,Limone sul Garda,Italy,45.824334,10.812281
supercharger,Edison,United States,40.519253,-74.410486
supercharger,Newport,United Kingdom,51.60097,-2.9286358
supercharger,Obfelden,Switzerland,47.272037,8.437791
supercharger,Dartford Service Centre,United Kingdom,51.4535,0.246722
supercharger,Sutherlin,United States,43.39022657,-123.3126816
destination charger,서울시,South Korea,37.5604,127.0386
supercharger,Yea,Australia,-37.210038,145.426132
supercharger,Menomonie,United States,44.901438,-91.933601
supercharger,Hangzhou,China Mainland,30.4149041,120.310311
supercharger,Sammamish,United States,47.616273,-122.035496
supercharger,Glasgow - Service Centre,United Kingdom,55.8680026,-4.2389608
destination charger,Bright,Australia,-36.726401,146.964842
destination charger,Channahon,United States,40.75780106,-89.6098
supercharger,Québec,Canada,46.84066626,-71.277437
supercharger,St. Gallen,Switzerland,47.4081557,9.3043631
supercharger,鼓山區,Taiwan,22.656138,120.306277
destination charger,창선면,,34.8359,128.0735
destination charger,東京都,Japan,35.70626,139.3498
supercharger,Vinstra North,Norway,61.594448,9.726904
supercharger,Paderborn,Germany,51.710912,8.713781
supercharger,Hialeah,United States,25.94292,-80.34484
supercharger,Gangdong,South Korea,37.57316,127.1282
supercharger,Tilton,United States,43.455223,-71.5646
supercharger,Metz,France,49.079621,6.10359
supercharger,München,Germany,48.184498,11.532516
standard charger,Abu Dhabi,United Arab Emirates,24.411781,54.484969
supercharger,Simcoe,Canada,42.837274,-80.304041
standard charger,Hong Kong,Hong Kong,22.381818,114.205492
supercharger,Rimini,Italy,44.0398216,12.5866426
supercharger,Serravalle Scrivia,Italy,44.7350358,8.8369741
standard charger,Warkworth,Australia,-36.364075,174.612864
supercharger,Oppdal,Norway,62.595855,9.68908
destination charger,Morell,Canada,46.445298,-62.682242
supercharger,Tucson,United States,32.321887,-111.044919
supercharger,Karlsruhe,Germany,48.999043,8.428747
supercharger,Chula Vista,United States,32.64015676,-117.0839838
supercharger,Carmel,United States,39.9784829,-86.11791437
supercharger,Gilroy,United States,37.001203,-121.554056
supercharger,Nuland,Netherlands,51.7205459,5.4379781
supercharger,Hasbergen,Germany,52.26802,7.96313
supercharger,Lehre,Germany,52.31319,10.635044
supercharger,Carle Place,United States,40.744734,-73.616176
supercharger,Elverson,United States,40.12197695,-75.77565861
supercharger,Copenhagen Central,Denmark,55.681154,12.585675
supercharger,구로구,South Korea,37.47984,126.8953
supercharger,Madera,United States,36.851744,-119.952207
standard charger,Clevedon,New Zealand,-36.98889828,175.0403249
supercharger,San Fernando,United States,34.281476,-118.441671
supercharger,Kissimmee,United States,28.291961,-81.407798
supercharger,Montecito,United States,34.421562,-119.631365
supercharger,Napoli North,Italy,40.933539,14.3589143
standard charger,Hong Kong,Hong Kong,22.369933,114.1851646
supercharger,Weiterstadt,Germany,49.896799,8.614137
supercharger,Speedway,United States,39.800716,-86.270645
supercharger,Freiburg,Germany,48.02411,7.78403
supercharger,Ruston,United States,32.542728,-92.625719
supercharger,Mountain Village,United States,37.9333253,-107.8546008
supercharger,Reine,Norway,67.928184,13.083605
supercharger,Burbank,United States,34.180839,-118.308744
supercharger,San Diego,United States,32.737986,-117.216187
supercharger,Cherry Hill,United States,39.92584959,-75.03243593
supercharger,Hong Kong,Hong Kong,22.39216,114.194397
destination charger,경기도,South Korea,37.294498,127.5346
supercharger,Halifax,United States,36.366073,-77.674312
supercharger,Sacramento,United States,38.603204,-121.428647
supercharger,서초구,South Korea,37.48406,127.01732
supercharger,Berthierville,Canada,46.083566,-73.184906
supercharger,Wienerberg City,Austria,48.16871,16.34863
supercharger,Hagerstown,United States,39.6088,-77.75032
supercharger,Benton Harbor,United States,42.08208205,-86.42378784
supercharger,Megève,France,45.85706967,6.617825777
supercharger,El Centro,United States,32.773096,-115.550303
supercharger,City of Industry,United States,33.994487,-117.899717
supercharger,Béziers,France,43.34438057,3.215704892
supercharger,Beijing,China Mainland,39.811339,116.466018
supercharger,Beijing,China Mainland,39.896264,116.289954
supercharger,Shaoxing,China Mainland,30.01227,120.586061
supercharger,Brea,United States,33.914603,-117.883758
destination charger,서울특별시,South Korea,37.528545,126.993179
supercharger,Guangzhou,China Mainland,23.032801,113.344326
destination charger,台東市,Taiwan,22.7984029,121.1252867
standard charger,Myvatn,Iceland,65.6241,-16.9228
supercharger,Guiyang,China Mainland,26.61127,106.726772
supercharger,Chengdu,China Mainland,30.538015,104.103917
supercharger,Shenzhen,China Mainland,22.545107,114.11054
supercharger,Shenzhen,China Mainland,22.662343,114.083533
supercharger,Guangzhou,China Mainland,23.088676,113.285731
supercharger,Qingdao,China Mainland,36.096741,120.385897
supercharger,Langfang,China Mainland,39.975151,116.812854
supercharger,Asheville,United States,35.58424,-82.523956
supercharger,Tianjin,China Mainland,39.035859,117.699602
standard charger,Bayern,Germany,48.08383902,11.07043748
supercharger,Beijing,China Mainland,40.004261,116.297193
supercharger,Guangzhou,China Mainland,23.162796,113.334144
supercharger,West Kelowna,Canada,49.88002,-119.535729
supercharger,Shanghai,China Mainland,31.249064,121.514471
supercharger,Exeter,United Kingdom,50.716607,-3.46363
supercharger,Shanghai,China Mainland,31.405354,121.49185
supercharger,Haikou,China Mainland,19.992449,110.34916
supercharger,Fauske,Norway,67.258839,15.391841
supercharger,Beijing,China Mainland,39.91488,116.481841
supercharger,London - Wimbledon,United Kingdom,51.4221294,-0.2030595
destination charger,Suji-gu,South Korea,37.33945,127.10152
supercharger,Westminster,United States,39.83205,-105.02391
supercharger,Beijing,China Mainland,39.692635,116.326798
supercharger,Liberty,United States,39.245876,-94.448623
standard charger,Michuhol-gu,South Korea,37.470593,126.664744
supercharger,Blytheville,United States,35.928485,-89.908006
standard charger,Dubai,United Arab Emirates,25.20674,55.26767
supercharger,Patras,Greece,38.32447701,21.86919372
supercharger,桃園市,Taiwan,25.056755,121.360149
supercharger,Tangier,Morocco,35.666741,-5.965834
supercharger,Concordia,United States,38.9898343,-93.56678814
supercharger,路竹區,Taiwan,22.848028,120.273829
supercharger,Beaver,United States,38.248629,-112.652764
supercharger,Langhorne,United States,40.163292,-74.904187
destination charger,Petit Étang,Canada,46.646225,-60.948614
destination charger,Myrtle,United States,33.784432,-78.781969
supercharger,Fountain Valley,United States,33.71566,-117.964947
supercharger,Erie,United States,42.06565608,-80.0372154
destination charger,Rutherglen,Australia,-36.0556728,146.4607177
standard charger,仁愛鄉,Taiwan,24.04119,121.15815
supercharger,Skien,Norway,59.206519,9.609239
supercharger,Hong Kong,Hong Kong,22.32673,114.15378
supercharger,Brora,United Kingdom,58.0120187,-3.8463346
supercharger,Montauban,France,44.036408,1.378367
supercharger,Perry Hall,United States,39.41883,-76.45568
destination charger,鹿谷鄉,Taiwan,23.73175844,120.7491045
supercharger,Wollongong,Australia,-34.4281,150.8935
supercharger,Fujairah,United Arab Emirates,25.1417571,56.3355581
destination charger,西屯區,Taiwan,24.1923303,120.6594449
supercharger,Oberhausen,Germany,51.485683,6.88661
supercharger,Notodden,Norway,59.56683,9.218931
supercharger,Tampa,United States,28.08838,-82.4518
destination charger,神崎郡,Japan,35.10908841,134.6771884
supercharger,Sundsvall West,Sweden,62.395885,17.252384
supercharger,Zunyi,China Mainland,27.72171446,107.040886
supercharger,Sanya,China Mainland,18.320253,109.580361
supercharger,Nanchong,China Mainland,30.78492478,106.1210022
supercharger,Xiamen,China Mainland,24.5004222,118.0937459
supercharger,Newark,United Kingdom,53.081665,-0.8050072
supercharger,Köln-Marsdorf,Germany,50.9233099,6.8503398
supercharger,Fullerton,United States,33.87036711,-117.9243001
standard charger,Badajoz,Spain,38.884321,-7.021973
supercharger,Hong Kong,Hong Kong,22.31622,114.21377
supercharger,Shelbyville,United States,39.554097,-85.773745
supercharger,Red Hook,United States,41.979442,-73.882161
supercharger,Pacific Palisades,United States,34.04743,-118.52493
supercharger,Middletown,United States,39.479708,-75.720734
supercharger,Edgewater,United States,38.93635,-76.56766
supercharger,Creston,Canada,49.119114,-116.523785
supercharger,Columbus,United States,32.53353,-84.971368
supercharger,Sterling,United States,38.97786,-77.41192
supercharger,Bellevue,United States,47.611048,-122.202181
supercharger,Irvine,United States,33.68459,-117.851932
supercharger,Auburn,United States,38.926331,-121.058145
supercharger,Rimouski,Canada,48.438986,-68.535337
supercharger,St. Paul,United States,44.954444,-93.154917
supercharger,Harwood,Australia,-29.427083,153.239167
supercharger,Denison,United States,33.793196,-96.554995
supercharger,Charlton,United States,42.156766,-71.96292
supercharger,Burlington,United States,42.483562,-71.216703
supercharger,Belfast,Ireland,54.603846,-5.923678
supercharger,Williams Lake,Canada,52.112878,-122.125087
supercharger,Pitești,Romania,44.823652,24.909903
supercharger,Hamilton Township,United States,40.178194,-74.629639
supercharger,Akron,United States,41.081195,-81.518841
supercharger,Salt Lake City,United States,40.746458,-111.900542
supercharger,Saint George,United States,37.07775,-113.58391
supercharger,Burnaby,Canada,49.26789891,-123.0027485
supercharger,Dorking,United Kingdom,51.2439022,-0.3248314
supercharger,Nordfjordeid,Norway,61.91218372,5.985585732
standard charger,竹北市,Taiwan,24.82242293,121.0233365
destination charger,和平區,Taiwan,24.20252065,121.0086529
supercharger,Perugia,Italy,43.04618022,12.40782217
supercharger,Bobbau,Germany,51.63372816,12.1962279
supercharger,Ratzendorf,Austria,46.682378,14.336133
supercharger,Omaha,United States,41.25654318,-95.93451796
supercharger,Mocksville,United States,35.894082,-80.56185
supercharger,Cadenazzo,Switzerland,46.150421,8.963471
destination charger,壯圍鄉,Taiwan,24.79231639,121.8085144
supercharger,Hanzhong,China Mainland,33.078426,107.049622
supercharger,Guangyuan,China Mainland,32.424892,105.879715
supercharger,Chengdu,China Mainland,30.714582,104.009476
destination charger,성산읍,South Korea,33.41517,126.83585
supercharger,Yulin,China Mainland,38.272358,109.722927
supercharger,Hong Kong,Hong Kong,22.2789,114.2382
destination charger,Huixquilucan,Mexico,19.39301,-99.28049908
supercharger,Kunshan,China Mainland,31.403936,120.892906
supercharger,Joensuu,Finland,62.6165,29.771159
supercharger,Qingdao,China Mainland,36.137863,120.428917
standard charger,Vestmannaeyjar,Iceland,63.4424167,-20.27238046
destination charger,León,Mexico,21.16242,-101.7081687
supercharger,Tampa,United States,27.99694,-82.37288
supercharger,Hong Kong,Hong Kong,22.333663,114.160072
supercharger,Lillehammer,Norway,61.114575,10.44726
destination charger,Clevedon,New Zealand,-36.988898,175.040325
supercharger,Inyokern,United States,35.646205,-117.81333
supercharger,Rockhampton,Australia,-23.3768,150.5117
supercharger,Aberdeen,United States,39.52932,-76.19393
destination charger,Nashville,,36.15914186,-86.77385664
destination charger,Grantham,United States,43.51049,-72.1542
destination charger,San Cristobal Zapotitlán,Mexico,20.21761,-103.3621314
destination charger,Alpharetta,,34.07403934,-84.26565363
destination charger,Manteo,,35.9104699,-75.669409
supercharger,Salaspils,Latvia,56.922546,24.1680804
destination charger,Pasco,United States,46.25605,-119.11724
supercharger,Singapore,Singapore,1.30373191,103.7666297
standard charger,Soutelos,Portugal,41.68403,-8.01435
destination charger,Mystic,United States,41.35444,-71.96746
destination charger,竹北市,Taiwan,24.807405,121.036283
supercharger,Richmond,United States,41.51392,-71.6982
destination charger,CORAL SPRINGS,United States,26.2397,-80.25721
standard charger,Ostruzna,Czech Republic,50.18532666,17.05112332
standard charger,Modrice,Czech Republic,49.140337,16.632617
supercharger,Hong Kong,,22.38497,114.276
supercharger,경주시,South Korea,35.85035,129.27715
supercharger,Reykjavik Central,Iceland,64.148413,-21.934324
destination charger,St Augustine,United States,29.843142,-81.267738
standard charger,Hranice na Morave,Czech Republic,49.5487011,17.73600555
standard charger,獅子鄉,Taiwan,22.218723,120.7939294
destination charger,Eau Claire,United States,44.81172,-91.49916
destination charger,OXFORD,United States,33.60292,-85.83377
destination charger,Walla Walla,United States,46.0688058,118.3558863
destination charger,East Brunswick,United States,40.4799659,-74.4064353
destination charger,Athens,United States,34.78056,-86.93761
supercharger,Shizuoka,Japan,34.97172147,138.3887917
supercharger,Châtellerault,France,46.835747,0.541891
supercharger,Kyoto,Japan,35.00360799,135.7196361
supercharger,St. Louis,United States,38.620145,-90.260552
supercharger,Leavesden,United Kingdom,51.6939695,-0.4252037
supercharger,Arnhem,Netherlands,51.908193,5.769092
supercharger,Braşov,Romania,45.652581,25.611115
supercharger,Amiens Est,France,49.8677797,2.3887368
supercharger,Pordenone,Italy,45.9453079,12.7248332
supercharger,Gumi,South Korea,36.12661,128.3368
supercharger,Wroclaw,Poland,51.048134,16.977847
supercharger,Neustadt an der Weinstraße,Germany,49.339687,8.1598901
supercharger,Adairsville,United States,34.439811,-84.917075
supercharger,Poznan South,Poland,52.35027,16.837356
supercharger,Gwangju,South Korea,35.15394,126.915
supercharger,Bucharest East,Romania,44.44331,26.150397
supercharger,Sulzbach,Germany,50.1190158,8.5274236
supercharger,Alice,United States,27.75215867,-98.0700072
supercharger,Nantes 2,France,47.2254038,-1.6215766
supercharger,Saarbrücken,Germany,49.2013995,7.0321727
supercharger,Seongnam,South Korea,37.38979,127.1099
supercharger,Las Cruces,United States,32.31989189,-106.7642516
supercharger,Parish,United States,43.40629791,-76.12576648
supercharger,Sanford,United States,28.80265007,-81.27002674
supercharger,Sparks,United States,39.53482819,-119.7529452
supercharger,Yorkton,Canada,51.21771974,-102.4747236
destination charger,Progreso,Mexico,21.28802341,-89.65829687
supercharger,Russell,United States,38.89498569,-98.85982479
supercharger,Newport,United States,44.8370516,-69.28533001
supercharger,Woodbridge,United States,38.6581946,-77.24963932
supercharger,Portsmouth,United States,43.07155276,-70.76228961
supercharger,Pasco,United States,46.23050694,-119.0922367
supercharger,Spring,United States,30.07963793,-95.41771719
supercharger,Roanoke,United States,37.27116831,-79.94055568
supercharger,North Myrtle Beach,United States,33.81593853,-78.67992141
destination charger,Totolac,Mexico,19.34422917,-98.25113167
supercharger,Sanford,United States,35.47998826,-79.18053773
supercharger,Reno,United States,39.5298904,-119.814274
supercharger,Scappoose,United States,45.75772766,-122.8780749
supercharger,Columbia,United States,34.07284293,-81.15562001
supercharger,Mishawaka,United States,41.662131,-86.1586952
supercharger,Spiceland,United States,39.83837739,-85.43893365
supercharger,Stevensville,United States,42.01443246,-86.51970356
supercharger,Wilson,United States,35.72126393,-77.91570767
supercharger,Southaven,United States,34.99184794,-90.00229918
supercharger,Layton,United States,41.06018632,-111.9711945
supercharger,Alice,United States,27.749065,-98.068793
destination charger,Ciudad Victoria,Mexico,23.70727822,-98.99241674
supercharger,Orlando,United States,28.45040294,-81.42099704
destination charger,Cancun,Mexico,21.04616422,-86.88017504
supercharger,Pooler,United States,32.11557663,-81.24723092
supercharger,Overland Park,United States,38.98191939,-94.67128482
destination charger,Merida,Mexico,21.01038254,-89.61349065
supercharger,Waterville,United States,44.55281328,-69.63130649
supercharger,Shaker Heights,United States,41.47384237,-81.53623291
supercharger,Easton,United States,40.7393216,-75.26358607
supercharger,North East,United States,39.60019088,-75.94138599
supercharger,Rossford,United States,41.60968437,-83.56427342
supercharger,Missoula,United States,46.87211583,-113.9940526
supercharger,Miami,United States,25.73479258,-80.26207431
standard charger,Vieste,Italy,41.87197,16.173405
supercharger,Lantana,United States,26.58675078,-80.0519563
supercharger,前鎮區,Taiwan,22.604089,120.301774
supercharger,Gulf Breeze,United States,30.35764018,-87.16339424
supercharger,Creswell,United States,43.91789854,-123.0241777
supercharger,Yuma,United States,32.69300793,-114.6275758
supercharger,Escondido,United States,33.11904726,-117.0866725
supercharger,Lawndale,United States,33.88738919,-118.3525556
supercharger,Brick Township,United States,40.05784925,-74.13727759
supercharger,Mountain View,United States,37.38575035,-122.0838952
supercharger,Paso Robles,United States,35.63685061,-120.6581294
supercharger,Colma,United States,37.67492935,-122.4561728
supercharger,Dallas,United States,32.767296,-96.807836
supercharger,Gumi,South Korea,36.12661,128.3368
supercharger,Egg Harbor Township,United States,39.38400494,-74.61406272
supercharger,Mariposa,United States,37.48496823,-119.9654728
supercharger,Bordentown,United States,40.1462878,-74.71190053
supercharger,Annapolis,United States,38.97855459,-76.49229346
supercharger,Fairfield,United States,41.14100307,-73.26092624
supercharger,Long Beach,United States,33.79,-118.2
supercharger,Valencia,United States,34.41975823,-118.5627158
supercharger,Coney Island,United States,40.57982157,-73.97623688
supercharger,Ventura,United States,34.271755,-119.25713
supercharger,Commerce,United States,34.00032321,-118.1598071
supercharger,Batavia,United States,42.99812397,-78.18749079
supercharger,Lake Elsinore,United States,33.66804376,-117.3276926
supercharger,Mission Viejo,United States,33.59691593,-117.6581962
destination charger,Ukiah,United States,39.14694,-123.197442
destination charger,대구광역시,South Korea,35.6828179,128.4629323
destination charger,St. Kassian,Italy,46.568821,11.939736
destination charger,St. Ulrich,Italy,46.574836,11.669328
destination charger,Wolkenstein,Italy,46.552501,11.763335
destination charger,Louth,United Kingdom,53.389477,-0.017335
destination charger,Hearst,Canada,49.6898679,-83.6673567
destination charger,Kitchener,Canada,43.42914,-80.436691
destination charger,North Rockhampton,Australia,-23.356588,150.523
supercharger,Warrington,United Kingdom,53.417573,-2.6418327
destination charger,Vogtsburg,Germany,48.095224,7.655748
destination charger,Carmel,United States,36.555642,-121.924563
supercharger,Kissimmee,United States,28.345501,-81.604193
supercharger,Brighton,United Kingdom,50.833243,-0.143206
destination charger,Cadaqués,Spain,42.287694,3.281913
destination charger,Iztapalapa,Mexico,19.378452,-99.095325
supercharger,Loveland,United States,40.441566,-104.991324
destination charger,Tecate,Mexico,32.576117,-116.61984
destination charger,Gavorrano,Italy,42.892543,10.988462
destination charger,Ciudad del Carmen,Mexico,18.649293,-91.813467
destination charger,Coyoacan,Mexico,19.302242,-99.165809
destination charger,Kastelruth,Italy,46.561822,11.556554
supercharger,Wall,United States,43.99407,-102.24216
destination charger,Hovelhof,Germany,51.823366,8.661223
destination charger,Marling,Italy,46.65869,11.140409
destination charger,Cambria,United States,35.576504,-121.113529
destination charger,Dubbo,Australia,-32.252166,148.58992
destination charger,Dubai,United Arab Emirates,25.069468,55.128023
destination charger,Papamoa Beach,New Zealand,-37.717195,176.341975
destination charger,Antioch,United States,36.0448739,-86.6479546
destination charger,Moulins-lès-Metz,France,49.081465,6.101307
destination charger,Portland,United States,45.594077,-122.680215
destination charger,Toronto,Canada,43.765951,-79.413137
destination charger,Riverton,Australia,-32.0395,115.904424
destination charger,Rotenburg,Germany,53.177888,9.289295
standard charger,Warszawa,Poland,52.225119,21.011656
destination charger,Villars-sur-Ollon,Switzerland,46.293819,7.061877
destination charger,Alpe di Siusi,Italy,46.520769,11.666793
destination charger,Shellharbour City Centre,Australia,-34.562595,150.838863
destination charger,Altenmarkt im Pongau,Austria,47.38566,13.413064
destination charger,Albany,Australia,-35.014325,117.906806
destination charger,Aymestry,United Kingdom,52.283917,-2.844314
standard charger,Isola del Giglio,Italy,42.368834,10.909795
destination charger,蘆竹區,Taiwan,25.046019,121.291825
destination charger,Redondo Beach,United States,33.848991,-118.394897
destination charger,Monterrey,Mexico,25.65489,-100.292793
destination charger,Parin,Germany,53.912703,11.190522
destination charger,Pinzolo,Italy,46.156316,10.766207
destination charger,Muenchenstein,Switzerland,47.531062,7.607746
destination charger,Tuscaloosa,United States,33.213657,-87.571205
destination charger,Jirkov,Czech Republic,50.51255,13.445033
destination charger,Forte dei Marmi,Italy,43.949933,10.177509
destination charger,Miami Beach,United States,25.795895,-80.129755
destination charger,New York,United States,40.782091,-73.946029
destination charger,Sao Teotonio,Portugal,37.48456,-8.667529
destination charger,Kormend,Hungary,47.008554,16.567232
destination charger,New York,United States,40.743405,-73.974735
destination charger,Toronto,Canada,43.649135,-79.386237
supercharger,Yvetot,France,49.4307525,0.274210158
supercharger,Roseville,United States,42.522029,-82.90675
supercharger,Beatty,United States,36.913695,-116.754463
supercharger,Laßnitzhöhe,Austria,47.071295,15.577911
supercharger,Islandia,United States,40.804844,-73.180149
supercharger,Heatherbrae,Australia,-32.787812,151.727704
supercharger,Rivera,Switzerland,46.13916,8.907291
destination charger,Punta Mita,Mexico,20.747871,-105.388626
supercharger,Torsby,Sweden,60.129736,12.998112
destination charger,福山市,Japan,34.46096,133.394062
supercharger,Sault Ste. Marie,Canada,46.538211,-84.316643
